age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
30,2,85708,11,9,2,0,0,4,1,0,0,40,38,0
45,2,98765,11,9,4,6,4,4,0,0,0,40,1,0
29,2,192283,15,10,4,7,2,4,0,0,0,20,38,0
29,5,271012,0,6,4,7,3,2,0,0,0,40,38,0
33,2,189265,9,13,4,3,1,4,0,0,0,40,38,0
17,2,321880,0,6,4,7,3,2,1,0,0,15,38,0
52,2,177465,11,9,0,11,4,4,0,0,0,25,38,0
24,2,127647,15,10,5,0,4,4,0,0,0,35,38,0
32,5,119033,11,9,2,13,0,4,1,0,0,40,38,1
33,2,284531,9,13,4,11,1,4,0,0,0,40,38,0
30,2,251120,5,4,4,2,1,4,1,0,0,38,38,0
28,2,113870,11,9,4,0,1,4,1,0,0,40,38,0
62,6,170114,7,12,2,4,0,4,1,0,0,50,38,0
32,2,328199,8,11,4,12,1,4,0,0,0,64,38,0
26,2,206307,11,9,2,2,0,4,1,0,0,40,38,1
57,0,170603,15,10,2,0,0,4,1,0,0,40,38,1
35,4,112271,9,13,2,3,0,4,1,0,0,50,38,1
19,2,118306,11,9,4,5,3,4,1,0,0,16,38,0
49,2,126754,9,13,4,3,1,4,1,0,0,45,38,1
38,2,205359,1,7,2,0,5,4,0,0,0,32,38,0
30,2,398662,11,9,4,6,3,4,1,0,0,40,38,0
32,2,202498,1,7,2,5,0,4,1,0,0,40,3,0
32,2,105650,11,9,2,3,5,4,0,0,0,50,38,1
46,2,191204,8,11,4,3,3,4,0,0,0,40,38,0
22,2,56582,11,9,4,4,1,4,1,0,0,50,38,0
47,1,51579,15,10,2,10,0,4,1,0,0,50,38,0
57,4,152030,15,10,2,11,5,4,0,0,0,25,38,1
47,2,227310,15,10,0,0,4,2,0,0,0,40,38,0
41,2,55854,9,13,2,9,0,4,1,0,0,56,38,1
36,1,28996,11,9,2,13,0,4,1,0,0,40,38,0
32,2,160634,9,13,2,4,0,4,1,0,0,60,38,0
37,2,222450,1,7,3,7,2,4,1,0,0,40,7,0
36,3,180419,11,9,2,4,0,4,1,0,0,45,38,0
17,2,202521,0,6,4,7,3,4,1,0,0,15,38,0
23,2,186014,15,10,4,0,3,4,0,0,0,15,38,0
37,4,35330,11,9,2,7,0,4,1,0,0,42,38,0
35,0,84848,15,10,4,5,4,4,0,0,0,40,38,0
56,4,176280,11,9,0,7,1,4,1,0,0,50,38,0
52,2,145271,9,13,2,2,0,1,1,0,0,40,38,0
37,1,108320,9,13,2,12,0,4,1,0,0,45,38,1
48,5,106377,10,16,2,9,0,4,1,0,0,65,38,1
24,2,258730,11,9,0,7,3,4,0,0,0,40,23,0
33,2,58305,8,11,2,2,0,4,1,0,0,40,38,0
39,2,341672,8,11,2,12,0,1,1,0,0,40,29,0
34,2,176648,11,9,0,0,1,2,1,0,0,42,38,0
23,2,481175,15,10,4,3,3,3,1,0,0,24,28,0
18,2,25837,11,9,4,7,1,4,1,0,0,25,38,0
20,2,385077,2,8,4,6,3,4,1,0,0,40,38,0
54,2,68985,12,14,2,11,0,4,1,0,0,55,38,1
19,2,181572,15,10,4,0,3,4,1,0,0,40,38,0
53,2,23698,11,9,2,2,0,4,1,0,0,46,38,1
28,2,162298,11,9,4,2,3,4,1,0,0,40,38,0
35,2,144608,11,9,2,6,0,4,1,0,0,40,38,0
20,2,250630,15,10,4,11,1,4,0,0,0,20,38,0
31,2,150441,15,10,0,0,1,4,0,0,0,50,38,0
37,2,189251,10,16,5,9,4,4,0,0,0,40,38,0
64,2,260082,2,8,2,2,0,4,1,0,0,40,3,0
42,2,139126,15,10,2,12,0,4,1,0,0,40,38,1
27,2,50132,15,10,0,11,1,4,1,0,0,50,38,0
36,4,167691,15,10,4,7,4,4,0,0,0,50,38,0
36,2,77820,15,10,2,2,0,4,1,0,0,40,38,1
23,2,156513,11,9,4,5,3,2,1,0,0,40,38,0
24,2,283092,1,7,4,2,1,2,1,0,0,35,22,0
22,2,175883,11,9,4,0,3,4,0,0,0,40,38,0
62,2,232308,9,13,2,3,0,4,1,0,0,40,38,1
19,2,269991,11,9,4,7,3,4,1,0,0,40,32,0
20,2,305446,11,9,4,7,3,4,1,0,0,30,38,0
57,2,78707,11,9,4,0,3,4,0,0,0,40,38,0
19,2,351802,11,9,4,6,3,4,1,0,0,35,38,0
37,1,196529,12,14,2,9,5,4,0,0,0,45,38,1
35,3,175769,11,9,2,11,0,4,1,0,0,65,38,1
17,2,153021,2,8,4,11,3,4,0,0,0,20,38,0
36,1,331902,15,10,0,0,4,4,0,0,0,35,38,0
50,2,279461,15,10,2,13,0,4,1,0,0,40,38,1
27,5,205499,10,16,4,9,1,4,1,0,0,77,38,0
25,2,113099,11,9,5,2,1,2,1,0,0,40,38,0
47,3,206947,7,12,6,3,1,4,0,0,0,67,38,0
29,5,159782,12,14,2,9,5,4,0,0,0,45,38,1
19,2,410543,11,9,4,0,1,4,0,0,0,40,38,0
49,2,34446,15,10,2,13,0,4,1,0,0,40,38,0
31,2,209101,14,15,2,9,0,4,1,0,0,25,38,1
43,0,95902,7,12,2,9,5,2,0,0,0,40,38,0
56,4,214323,1,7,2,2,0,4,1,0,0,40,38,0
42,2,236323,11,9,0,2,4,4,0,0,0,40,38,0
45,0,201127,15,10,2,9,0,4,1,0,0,56,38,1
40,2,142886,9,13,6,3,4,4,0,0,0,40,38,0
44,2,77313,15,10,0,0,4,4,0,0,0,38,38,0
36,2,187098,11,9,0,0,4,4,0,0,0,40,38,0
19,2,196857,15,10,4,11,3,4,0,0,0,20,38,0
53,1,155314,11,9,2,0,5,4,0,0,0,40,38,1
72,4,203289,15,10,2,2,0,4,1,0,0,35,38,0
46,2,117059,8,11,2,13,0,0,1,0,0,60,38,0
33,2,178587,15,10,5,9,4,4,0,0,0,37,38,0
22,2,82393,6,5,4,5,3,1,1,0,0,40,29,0
46,2,72896,6,5,2,6,0,4,1,0,0,43,38,0
33,2,134886,11,9,4,11,3,4,0,0,0,20,38,0
32,2,223212,13,1,2,6,0,4,1,0,0,40,25,0
52,4,174752,11,9,0,2,1,4,1,0,0,40,38,0
27,2,230563,11,9,4,0,3,4,0,0,0,40,38,0
48,5,353824,11,9,2,10,0,4,1,0,0,72,38,1
22,2,117363,15,10,4,0,1,4,0,0,0,35,38,0
25,2,285367,11,9,0,7,1,4,1,0,0,50,38,0
38,2,198170,8,11,2,11,0,4,1,0,0,40,38,0
37,2,38948,11,9,2,13,0,4,1,0,0,50,38,0
49,2,188515,15,10,0,0,4,4,0,0,0,40,38,0
40,4,177810,9,13,2,2,0,4,1,0,0,30,38,0
31,2,178506,15,10,4,0,4,2,0,0,0,40,38,0
40,4,129298,11,9,2,7,0,4,1,0,0,45,38,0
25,2,165315,11,9,0,11,4,4,0,0,0,37,38,0
19,2,63434,2,8,4,4,3,4,0,0,0,30,38,0
35,3,140854,11,9,4,13,1,4,1,0,0,60,38,0
28,2,133043,11,9,0,0,4,4,0,0,0,50,38,0
33,2,259301,15,10,2,13,0,4,1,0,0,41,38,0
20,2,196643,11,9,4,5,3,4,1,0,0,40,38,0
45,4,364365,9,13,4,11,1,4,0,0,0,35,38,0
36,2,269318,9,13,2,3,0,4,1,0,0,50,38,1
34,2,108454,15,10,2,3,0,4,1,0,0,45,38,0
32,2,171637,15,10,4,0,3,4,0,0,0,40,38,0
19,2,183589,15,10,4,13,3,4,1,0,0,25,38,0
24,2,107801,11,9,4,0,3,4,0,0,0,40,38,0
34,2,179877,15,10,2,6,0,4,1,0,0,40,38,1
32,2,168981,11,9,4,0,2,4,0,0,0,35,38,0
37,2,120590,11,9,2,2,0,4,1,0,0,45,38,1
31,2,310773,15,10,5,11,4,4,0,0,0,40,25,0
21,2,197050,15,10,4,7,3,4,0,0,0,35,38,0
47,2,159726,11,9,2,13,0,4,1,0,0,85,38,1
23,2,210797,15,10,2,2,0,4,1,0,0,40,38,0
33,2,55291,12,14,2,3,0,4,1,0,0,40,38,1
17,2,276718,11,9,4,0,3,4,1,0,0,20,38,0
67,2,336163,11,9,2,5,0,4,1,0,0,24,38,0
57,2,112840,12,14,2,9,0,4,1,0,0,55,38,1
17,2,165918,1,7,4,5,3,4,1,0,0,20,28,0
53,2,165745,11,9,2,2,0,4,1,0,0,40,38,0
24,5,197731,11,9,2,13,0,4,1,0,0,49,38,1
48,4,197702,15,10,2,13,0,4,1,0,0,40,38,0
38,2,213260,11,9,5,10,1,2,1,0,0,40,38,0
51,2,53833,11,9,2,9,0,4,1,0,0,46,38,1
18,2,89419,11,9,4,12,3,4,0,0,0,10,38,0
23,2,119704,15,10,5,11,4,4,0,0,0,40,38,0
42,2,433170,15,10,2,2,0,4,1,0,0,60,38,1
39,2,172538,11,9,4,6,4,4,1,0,0,40,38,0
39,2,158956,15,10,4,7,4,2,0,0,0,40,38,0
21,4,25631,15,10,4,4,3,4,1,0,0,40,38,0
26,2,476558,5,4,4,2,1,4,1,0,0,40,25,0
54,0,35576,15,10,2,2,0,4,1,0,0,40,38,0
34,2,203463,15,10,0,11,1,4,0,0,0,40,38,0
32,5,317647,11,9,4,13,3,4,1,0,0,40,38,0
59,4,170411,5,4,2,13,0,4,1,0,0,40,38,0
54,2,220055,9,13,6,11,4,4,0,0,0,40,38,0
54,2,231482,9,13,2,3,0,4,1,0,0,40,38,0
33,2,279173,11,9,2,9,0,4,1,0,0,60,38,0
37,2,89559,11,9,2,0,5,4,0,0,0,40,38,0
47,2,161950,9,13,0,7,1,4,0,0,0,25,10,0
51,2,131068,11,9,0,7,1,4,0,0,0,40,38,0
45,2,219632,11,9,2,13,0,4,1,0,0,40,38,0
19,2,175507,11,9,4,7,1,4,0,0,0,30,38,0
58,3,182062,10,16,2,9,0,4,1,0,0,24,38,1
51,2,21698,11,9,4,0,1,4,0,0,0,40,38,0
45,4,328051,12,14,4,9,1,4,0,0,0,60,38,0
59,2,121865,11,9,0,7,1,2,0,0,0,40,38,0
45,4,420986,9,13,2,9,0,4,1,0,0,40,38,1
29,1,188909,9,13,4,9,3,2,0,0,0,42,38,0
28,2,213081,1,7,4,7,1,2,0,0,0,40,22,0
18,4,157131,1,7,4,11,3,4,0,0,0,40,38,0
49,2,98010,9,13,0,9,1,4,0,0,0,50,38,0
46,2,207677,11,9,0,2,1,4,1,0,0,30,38,0
56,2,266091,9,13,4,9,1,4,0,0,0,45,25,0
41,2,106627,7,12,0,3,4,2,0,0,0,50,38,0
30,2,243165,11,9,2,3,0,4,1,0,0,40,38,0
62,2,201928,11,9,6,2,4,2,0,0,0,40,38,0
19,2,128346,11,9,4,6,3,4,0,0,0,40,38,0
29,2,197288,11,9,2,0,5,2,0,0,0,40,38,0
36,2,245521,5,4,2,4,0,4,1,0,0,35,25,0
36,2,129591,11,9,4,7,1,4,1,0,0,40,38,0
29,4,184710,11,9,2,2,0,4,1,0,0,40,38,0
17,2,63734,0,6,4,5,3,4,1,0,0,20,38,0
18,2,111256,11,9,4,0,3,4,0,0,0,20,38,0
40,3,111483,9,13,4,9,3,4,1,0,0,40,38,0
26,3,266639,9,13,4,0,1,4,0,0,0,40,38,0
42,4,93853,15,10,2,2,0,4,1,0,0,45,38,0
32,2,184207,11,9,0,2,1,4,1,0,0,40,38,0
33,2,238002,6,5,2,13,2,4,1,0,0,40,25,0
47,2,144844,11,9,2,2,0,4,1,0,0,40,38,0
37,2,280500,15,10,4,12,3,2,0,0,0,40,38,0
37,2,409189,11,9,2,7,0,4,1,0,0,30,25,0
50,2,23686,15,10,2,0,2,4,0,0,0,35,38,1
19,2,229756,11,9,4,11,3,4,1,0,0,50,38,0
32,1,95530,15,10,2,7,0,4,1,0,0,40,38,0
44,1,73199,8,11,0,12,4,1,1,0,0,40,38,0
20,2,196745,15,10,4,7,3,4,0,0,0,16,38,0
29,2,79481,15,10,4,12,1,4,0,0,0,40,38,0
34,2,100950,8,11,4,9,4,4,0,0,0,40,10,0
44,1,56651,9,13,2,3,0,4,1,0,0,52,38,0
18,2,186954,1,7,4,7,3,4,0,0,0,20,38,0
22,2,264874,15,10,4,12,2,4,0,0,0,40,38,0
39,5,183092,10,16,0,9,1,4,0,0,0,40,38,1
26,1,273399,15,10,4,10,1,4,1,0,0,40,28,0
21,2,177526,15,10,4,7,3,4,1,0,0,40,38,0
49,1,31267,9,13,2,9,0,4,1,0,0,50,38,0
24,2,321666,7,12,4,6,3,4,1,0,0,20,38,0
25,2,283515,15,10,4,10,1,4,1,0,0,60,38,0
30,2,54608,7,12,2,9,0,4,1,0,0,40,38,0
52,2,162238,9,13,2,9,0,4,1,0,0,38,38,1
30,2,175931,11,9,2,2,0,4,1,0,0,40,38,0
20,2,236804,11,9,4,0,1,4,1,0,0,40,38,0
31,2,168782,11,9,0,5,1,4,1,0,0,40,38,0
44,2,227065,9,13,2,3,0,4,1,0,0,40,38,1
46,3,285335,15,10,2,11,0,4,1,0,0,60,38,1
31,2,259705,11,9,4,4,3,4,0,0,0,40,38,0
57,2,24384,5,4,6,7,1,4,0,0,0,10,38,0
58,2,322013,11,9,2,2,0,4,1,0,0,40,38,0
41,2,49797,11,9,2,2,0,4,1,0,0,40,38,0
23,2,52566,11,9,4,0,1,4,0,0,0,40,38,0
47,2,266275,11,9,0,7,4,4,0,0,0,40,38,0
45,0,183804,15,10,4,0,3,4,1,0,0,40,38,0
23,2,173679,15,10,4,5,1,4,1,0,0,40,38,0
20,1,163965,11,9,4,7,4,2,0,0,0,40,38,0
18,2,173585,1,7,4,7,3,4,1,0,0,15,28,0
27,2,172009,9,13,4,3,1,4,0,0,0,40,38,0
25,2,44363,11,9,4,5,1,4,1,0,0,35,38,0
45,2,246392,11,9,4,8,4,2,0,0,0,30,38,0
53,2,167033,15,10,4,3,1,2,0,0,0,40,38,0
54,2,143822,15,10,2,2,0,4,1,0,0,45,38,1
23,2,447488,6,5,4,6,2,4,1,0,0,35,25,0
17,2,239346,0,6,4,7,3,4,1,0,0,18,38,0
42,2,245975,11,9,2,2,0,4,1,0,0,40,38,0
61,2,34632,2,8,3,9,1,4,1,0,0,40,38,0
21,5,24008,15,10,4,2,3,4,1,0,0,35,38,0
44,2,165492,15,10,2,11,0,4,1,0,0,40,38,1
48,2,326048,7,12,0,7,1,4,1,0,0,44,38,0
46,2,250821,14,15,0,4,4,4,1,0,0,48,38,0
37,4,154641,11,9,4,4,1,4,1,0,0,86,38,0
35,2,198202,11,9,4,3,1,4,0,0,0,54,38,0
27,1,170504,9,13,4,13,1,4,0,0,0,40,38,0
28,2,191342,15,10,4,11,1,3,1,0,0,40,18,0
19,2,238969,11,9,4,5,3,4,1,0,0,10,38,0
63,4,344128,9,13,2,11,0,4,1,0,0,50,38,1
36,5,168894,8,11,3,10,3,4,0,0,0,40,10,0
20,2,203263,2,8,4,7,3,4,1,0,0,35,38,0
28,5,89564,9,13,2,10,0,4,1,0,0,50,38,0
58,2,97562,11,9,2,11,5,4,0,0,0,38,38,0
48,2,336540,11,9,2,11,0,4,1,0,0,40,38,0
39,2,139647,15,10,0,3,4,4,0,0,0,56,38,0
50,1,320386,7,12,0,9,1,4,0,0,0,40,38,0
35,2,32126,9,13,4,9,1,4,0,0,0,40,38,0
45,4,275445,9,13,0,3,4,4,1,0,0,50,38,0
38,3,54953,15,10,2,2,0,4,1,0,0,38,38,0
54,2,103580,7,12,0,3,4,4,0,0,0,55,38,1
42,2,245565,9,13,4,9,3,4,0,0,0,12,8,0
63,2,207385,15,10,2,11,0,4,1,0,0,30,38,0
21,2,355287,6,5,4,6,1,4,1,0,0,48,25,0
46,1,207677,9,13,2,10,0,4,1,0,0,40,38,1
43,2,102114,15,10,4,0,4,2,0,0,0,40,38,0
35,4,60269,11,9,2,3,0,4,1,0,0,60,38,0
37,2,278632,6,5,2,13,0,4,1,0,0,40,38,0
51,2,355551,11,9,4,2,4,4,0,0,0,45,25,0
45,2,246891,9,13,2,3,0,4,1,0,0,72,1,1
61,2,191417,6,5,6,3,1,2,1,0,0,65,38,0
21,2,184543,11,9,4,11,1,4,0,0,0,40,38,0
45,2,122206,11,9,2,13,0,4,1,0,0,40,38,0
38,2,229015,9,13,2,3,0,4,1,0,0,50,38,1
28,2,130067,9,13,2,9,5,4,0,0,0,40,38,1
40,1,306495,9,13,2,9,0,4,1,0,0,35,38,0
32,2,232855,11,9,4,6,4,2,0,0,0,40,38,0
55,1,171328,15,10,3,0,4,2,0,0,0,35,38,0
64,2,144182,11,9,6,9,1,4,0,0,0,23,38,0
34,2,102858,11,9,5,0,4,4,1,0,0,40,38,0
58,2,209438,15,10,0,7,4,2,0,0,0,40,38,0
44,2,184378,8,11,2,3,0,4,1,0,0,40,38,0
31,2,446512,15,10,5,7,4,2,0,0,0,40,38,0
31,0,113688,11,9,4,6,4,4,0,0,0,40,38,0
39,2,333305,15,10,2,11,5,4,0,0,0,45,38,1
19,2,118535,2,8,4,11,3,4,0,0,0,18,38,0
56,2,76142,11,9,0,7,4,4,0,0,0,40,38,0
53,1,38795,6,5,2,3,0,4,1,0,0,40,38,0
62,2,247483,15,10,2,11,0,4,1,0,0,40,38,1
62,5,198686,11,9,2,7,0,4,1,0,0,40,38,0
39,2,56118,11,9,0,7,4,4,0,0,0,40,38,0
45,0,359808,7,12,4,3,1,4,1,0,0,40,38,0
29,2,231554,15,10,2,0,0,2,1,0,0,50,38,0
33,2,34848,15,10,2,7,0,4,1,0,0,40,38,0
29,2,196243,11,9,4,6,1,4,0,0,0,40,38,0
18,2,189487,15,10,4,11,3,4,0,0,0,35,38,0
22,2,194848,11,9,4,4,3,4,1,0,0,40,38,0
44,2,192878,9,13,2,6,0,4,1,0,0,40,38,1
48,2,70209,15,10,0,9,4,4,0,0,0,20,38,0
52,0,123011,11,9,0,0,1,4,1,0,0,45,38,0
25,2,178478,9,13,4,0,3,4,0,0,0,40,38,0
37,2,103323,11,9,4,2,1,4,1,0,0,40,38,0
55,2,239404,0,6,2,13,0,2,1,0,0,45,38,0
67,2,165082,11,9,4,0,1,4,0,0,0,38,38,0
36,2,389725,15,10,0,0,1,4,1,0,0,45,38,0
47,2,374580,11,9,5,11,1,4,0,0,0,52,38,0
25,2,259300,9,13,4,11,1,4,0,0,0,16,38,0
19,2,277695,6,5,4,4,2,4,1,0,0,16,25,0
24,2,230248,5,4,5,6,3,4,1,0,0,40,38,0
30,4,196342,15,10,4,11,3,4,1,0,0,25,38,0
17,2,160968,1,7,4,0,3,4,1,0,0,16,38,0
28,2,115438,9,13,4,0,3,4,1,0,0,40,38,0
35,2,129597,15,10,2,11,0,4,1,0,0,46,38,0
24,1,387108,15,10,2,10,0,2,1,0,0,40,38,0
43,2,105936,11,9,2,0,5,4,0,0,0,35,38,1
55,2,125000,12,14,0,3,4,4,1,0,0,40,38,1
22,2,229456,15,10,4,0,3,2,0,0,0,35,38,0
20,2,230113,15,10,4,7,3,4,1,0,0,50,38,0
44,2,106698,11,9,0,7,4,4,0,0,0,40,38,0
38,2,133454,7,12,4,2,1,4,1,0,0,40,38,0
53,2,295520,6,5,6,11,4,2,0,0,0,25,38,0
23,2,320294,11,9,4,3,1,4,1,0,0,40,38,0
53,2,162381,3,2,2,13,0,4,1,0,0,50,38,0
41,3,32016,11,9,2,11,0,4,1,0,0,62,38,0
31,2,117028,11,9,2,6,0,4,1,0,0,40,38,0
50,2,280278,11,9,6,9,4,2,0,0,0,40,38,0
57,2,342906,6,5,2,11,0,2,1,0,0,55,38,1
25,2,181598,1,7,2,12,0,4,1,0,0,40,38,0
23,2,224059,11,9,2,6,0,4,1,0,0,40,38,0
48,2,148549,9,13,4,3,1,4,1,0,0,50,38,0
34,2,97355,15,10,0,11,1,4,0,0,0,60,38,0
43,3,140988,9,13,2,11,2,1,1,0,0,45,18,0
35,2,112158,0,6,2,2,0,4,1,0,0,40,38,0
33,2,121488,9,13,4,11,1,4,0,0,0,40,38,0
57,5,283635,15,10,0,2,1,4,0,0,0,40,38,0
43,2,69758,7,12,2,12,0,1,1,0,0,40,38,0
54,2,88019,15,10,0,13,1,4,1,0,0,55,38,0
28,2,31935,15,10,0,0,1,4,0,0,0,40,38,0
32,2,323055,11,9,2,2,0,4,1,0,0,40,38,0
49,2,189498,11,9,2,11,0,4,1,0,0,50,38,1
52,2,89041,11,9,2,2,0,4,1,0,0,40,38,0
41,2,112507,0,6,2,13,0,4,1,0,0,60,38,0
19,2,236940,11,9,4,4,3,4,1,0,0,40,38,0
33,2,278514,11,9,0,2,3,4,0,0,0,42,38,0
25,2,258379,9,13,2,9,5,4,0,0,0,32,38,0
44,2,162028,1,7,0,11,4,4,0,0,0,44,38,0
20,2,197997,15,10,4,9,3,4,1,0,0,40,38,0
46,2,98350,0,6,3,7,1,1,1,0,0,37,2,0
39,2,165848,11,9,2,11,0,4,1,0,0,50,38,0
34,2,178615,11,9,4,5,1,4,1,0,0,40,38,0
19,2,228939,11,9,4,5,3,4,1,0,0,35,38,0
53,2,154891,6,5,2,13,0,4,1,0,0,40,38,0
46,2,165937,8,11,0,6,4,4,1,0,0,40,38,0
39,2,160120,15,10,4,6,2,1,1,0,0,40,29,0
30,2,382368,11,9,2,5,0,4,1,0,0,40,38,0
53,2,123011,12,14,2,3,0,4,1,0,0,45,38,1
33,2,119033,6,5,2,5,0,4,1,0,0,40,38,0
22,2,496856,15,10,2,3,5,4,0,0,0,40,38,0
44,2,194049,15,10,0,7,4,2,0,0,0,35,38,0
30,2,299223,15,10,0,11,4,0,0,0,0,40,38,0
66,2,174788,15,10,0,0,1,4,0,0,0,20,38,0
39,2,176101,9,13,2,2,0,4,1,0,0,40,38,0
37,2,38948,11,9,2,9,0,4,1,0,0,50,38,1
34,2,271933,11,9,2,5,5,4,0,0,0,40,38,0
17,2,122041,1,7,4,2,3,4,1,0,0,20,38,0
43,2,115932,9,13,4,11,1,4,1,0,0,60,38,1
46,2,265105,9,13,2,9,0,4,1,0,0,50,38,1
17,2,100828,1,7,4,7,1,4,1,0,0,20,38,0
42,2,213214,7,12,2,11,0,4,1,0,0,40,38,0
30,2,348618,6,5,2,2,0,3,1,0,0,40,25,0
33,2,275632,11,9,2,13,0,4,1,0,0,40,38,0
43,2,239161,15,10,2,11,0,0,1,0,0,40,38,0
20,2,215495,6,5,4,3,2,4,0,0,0,40,25,0
30,2,214063,15,10,4,4,2,2,1,0,0,72,38,0
37,2,122493,11,9,2,13,0,4,1,0,0,45,38,0
49,4,175622,9,13,2,9,0,4,1,0,0,40,38,1
65,2,153522,11,9,6,7,4,4,0,0,0,17,38,0
35,2,258339,14,15,2,9,0,4,1,0,0,55,38,1
27,2,119793,9,13,2,2,0,4,1,0,0,40,38,0
18,2,162840,2,8,4,11,3,4,0,0,0,20,38,0
41,1,67671,12,14,2,9,0,4,1,0,0,50,38,0
45,2,140644,11,9,2,6,0,4,1,0,0,40,38,0
33,2,245659,15,10,5,7,4,4,0,0,0,38,7,0
47,2,104068,11,9,0,9,4,0,0,0,0,40,38,0
30,2,337908,7,12,2,0,5,2,0,0,0,20,38,0
36,2,161141,7,12,2,9,0,4,1,0,0,40,38,0
21,2,162228,11,9,4,11,3,4,1,0,0,30,38,0
44,2,116391,9,13,4,9,1,4,1,0,0,40,38,0
33,2,314310,11,9,3,11,1,4,1,0,0,20,38,0
29,2,308136,15,10,2,2,0,4,1,0,0,40,38,0
45,2,194698,15,10,2,2,0,4,1,0,0,40,38,1
27,2,289147,9,13,4,9,3,4,0,0,0,40,38,0
21,2,229826,15,10,2,6,0,4,1,0,0,20,38,0
49,3,246739,15,10,2,2,0,4,1,0,0,45,38,1
35,2,188041,15,10,2,3,0,4,1,0,0,50,38,0
37,1,105266,15,10,2,13,0,4,1,0,0,40,38,0
37,2,249208,8,11,2,9,0,4,1,0,0,48,38,1
26,2,203492,11,9,0,2,1,4,1,0,0,40,38,0
55,0,146477,15,10,2,2,0,4,1,0,0,45,38,0
59,2,205949,11,9,5,2,4,0,0,0,0,40,38,0
70,2,90245,11,9,6,0,4,4,0,0,0,5,38,0
53,0,177647,11,9,2,12,0,4,1,0,0,40,9,1
39,2,126494,11,9,0,9,4,4,0,0,0,40,38,0
38,2,257735,6,5,2,5,0,4,1,0,0,40,38,0
33,2,1161363,15,10,5,12,4,4,0,0,0,50,3,0
28,2,221452,11,9,4,0,1,4,1,0,0,40,38,0
74,2,260669,0,6,0,7,1,4,0,0,0,1,38,0
40,2,192344,9,13,2,0,0,4,1,0,0,40,38,1
35,2,80479,8,11,0,11,1,4,1,0,0,40,38,0
35,4,108808,11,9,0,2,1,4,1,0,0,50,38,0
41,2,175674,15,10,2,11,0,4,1,0,0,40,38,1
38,2,272950,15,10,4,11,1,4,1,0,0,50,38,0
29,4,160786,0,6,2,2,0,4,1,0,0,35,38,1
46,4,122206,11,9,2,3,0,4,1,0,0,50,38,0
46,2,121168,11,9,0,2,1,4,0,0,0,40,38,0
40,2,209547,9,13,2,9,0,4,1,0,0,60,38,1
39,2,176296,7,12,2,10,0,2,1,0,0,60,38,0
31,2,91666,11,9,4,3,3,4,1,0,0,60,38,0
31,5,63704,9,13,4,9,1,4,0,0,0,40,38,0
27,2,31659,15,10,2,2,0,4,1,0,0,45,38,0
27,2,191230,15,10,4,5,1,2,1,0,0,25,38,0
28,2,56340,9,13,4,9,1,4,0,0,0,20,38,0
21,2,221157,11,9,4,7,3,2,0,0,0,30,38,0
57,1,143910,9,13,0,3,1,4,1,0,0,40,38,0
56,1,435836,12,14,0,9,1,4,0,0,0,40,38,0
48,2,209182,13,1,5,7,4,4,0,0,0,40,7,0
36,3,107218,15,10,0,11,4,1,1,0,0,55,38,0
51,2,55500,2,8,2,13,0,4,1,0,0,40,38,0
39,1,357962,7,12,4,13,1,4,1,0,0,48,38,0
43,2,200355,11,9,2,13,0,4,1,0,0,70,38,1
51,1,184542,11,9,2,6,0,4,1,0,0,40,38,0
43,5,206927,11,9,2,9,0,4,1,0,0,40,38,0
35,2,208165,11,9,0,3,4,4,0,0,0,50,38,0
39,2,318416,0,6,5,7,3,2,0,0,0,12,38,0
23,2,69911,13,1,4,7,3,4,0,0,0,15,38,0
26,2,305304,1,7,2,6,0,4,1,0,0,40,38,0
25,1,295289,11,9,4,9,3,2,0,0,0,40,38,0
29,2,275110,15,10,5,5,1,2,1,0,0,42,38,0
30,2,339773,11,9,4,6,1,4,1,0,0,45,38,0
37,3,51264,8,11,2,11,0,4,1,0,0,40,38,1
37,2,178100,12,14,4,3,1,4,0,0,0,40,38,1
21,2,176178,15,10,4,11,3,4,0,0,0,16,38,0
25,5,180884,15,10,2,0,5,2,0,0,0,40,38,0
61,5,130466,11,9,6,0,4,0,0,0,0,40,38,0
28,2,142712,11,9,4,5,3,4,1,0,0,40,38,0
24,2,176321,15,10,4,0,4,4,0,0,0,40,38,0
47,2,145041,11,9,2,6,0,4,1,0,0,40,4,1
29,2,95423,11,9,1,13,0,4,1,0,0,80,38,0
49,4,215096,6,5,0,7,1,4,0,0,0,20,38,0
41,1,177599,9,13,0,9,4,4,0,0,0,35,38,0
33,2,123920,15,10,4,3,1,2,0,0,0,40,38,0
32,2,388672,15,10,0,5,1,4,1,0,0,16,38,0
48,2,149210,9,13,0,11,1,2,1,0,0,40,38,1
24,2,134787,15,10,4,11,3,4,0,0,0,40,38,0
50,2,185407,8,11,2,12,0,4,1,0,0,38,38,1
31,5,86143,11,9,4,10,2,1,1,0,0,40,38,0
23,2,41721,8,11,2,2,0,4,1,0,0,55,38,1
35,2,195744,11,9,2,7,0,4,1,0,0,40,38,0
50,1,96062,11,9,2,10,0,4,1,0,0,40,38,0
39,2,215150,6,5,0,5,1,4,1,0,0,50,38,0
52,2,270728,5,4,2,7,0,4,1,0,0,48,4,0
44,2,75012,11,9,2,4,0,4,1,0,0,80,38,0
